user_id,created_at,company_id,language,state
2935,2013-07-26,10668,english,active
2936,2013-07-26,1,english,active
2937,2013-07-26,12883,german,pending
2938,2013-07-26,11752,german,active
2939,2013-07-26,611,arabic,pending
2940,2013-07-26,1,english,active
2941,2013-07-27,5,arabic,active
2942,2013-07-27,1,chinese,pending
2943,2013-07-27,10930,german,active
2944,2013-07-27,12,english,active
2945,2013-07-27,9988,spanish,pending
2946,2013-07-27,4648,english,active
2947,2013-07-27,13,german,active
2948,2013-07-28,1,spanish,active
2949,2013-07-28,31,japanese,pending
2950,2013-07-28,10454,english,pending
2951,2013-07-28,12947,spanish,pending
2952,2013-07-28,8253,english,pending
2953,2013-07-28,2940,french,pending
2954,2013-07-28,11074,chinese,active
2955,2013-07-29,53,russian,active
2956,2013-07-29,1336,english,pending
2957,2013-07-29,7514,indian,pending
2958,2013-07-29,111,korean,active
2959,2013-07-29,694,chinese,active
2960,2013-07-29,3598,english,active
2961,2013-07-29,9331,english,pending
2962,2013-07-29,1,russian,pending
2963,2013-07-29,10594,english,pending
2964,2013-07-29,4218,japanese,active
2965,2013-07-29,3090,chinese,pending
2966,2013-07-29,7341,english,active
2967,2013-07-29,1065,english,active
2968,2013-07-29,49,french,active
2969,2013-07-29,5799,german,active
2970,2013-07-29,13,italian,pending
2971,2013-07-29,12718,english,pending
2972,2013-07-29,5066,chinese,pending
2973,2013-07-29,8956,english,active
2974,2013-07-29,5824,english,active
2975,2013-07-29,1493,spanish,pending
2976,2013-07-29,1189,english,active
2977,2013-07-29,1089,spanish,active
2978,2013-07-29,7072,english,active
2979,2013-07-29,11471,english,active
2980,2013-07-29,1,german,active
2981,2013-07-29,5220,english,pending
2982,2013-07-30,391,english,active
2983,2013-07-30,11563,french,pending
2984,2013-07-30,9430,japanese,active
2985,2013-07-30,1,english,pending
2986,2013-07-30,3196,english,pending
2987,2013-07-30,1167,english,active
2988,2013-07-30,9066,english,pending
2989,2013-07-30,1156,english,active
2990,2013-07-30,1,english,active
2991,2013-07-30,8604,english,pending
2992,2013-07-30,2,french,pending
2993,2013-07-30,11,english,active
2994,2013-07-30,8865,english,active
2995,2013-07-30,3600,english,active
2996,2013-07-30,1753,english,active
2997,2013-07-30,8020,french,pending
2998,2013-07-30,10718,english,pending
2999,2013-07-30,5090,english,pending
3000,2013-07-30,1279,english,active
3001,2013-07-30,2314,english,pending
3002,2013-07-30,5550,english,active
3003,2013-07-30,9554,spanish,pending
3004,2013-07-30,12484,english,pending
3005,2013-07-30,55,japanese,pending
3006,2013-07-31,11658,english,active
3007,2013-07-31,11306,english,active
3008,2013-07-31,7235,portugese,pending
3009,2013-07-31,10806,spanish,pending
3010,2013-07-31,4204,english,pending
3011,2013-07-31,1726,english,pending
3012,2013-07-31,2223,japanese,active
3013,2013-07-31,9409,english,pending
3014,2013-07-31,1164,english,active
3015,2013-07-31,3208,english,active
3016,2013-07-31,7949,japanese,pending
3017,2013-07-31,6439,german,pending
3018,2013-07-31,620,english,pending
3019,2013-07-31,10097,english,pending
3020,2013-07-31,11836,english,active
3021,2013-07-31,9727,english,pending
3022,2013-07-31,26,english,pending
3023,2013-07-31,66,english,pending
3024,2013-07-31,30,english,pending
3025,2013-07-31,315,english,active
3026,2013-07-31,13164,french,pending
3027,2013-07-31,11869,english,pending
3028,2013-07-31,7384,english,active
3029,2013-07-31,65,english,active
3030,2013-07-31,628,english,active
3031,2013-07-31,4355,arabic,active
3032,2013-08-01,5,russian,active
3033,2013-08-01,5,japanese,pending
3034,2013-08-01,5195,italian,pending
3035,2013-08-01,24,spanish,active
3036,2013-08-01,5655,chinese,active
3037,2013-08-01,12004,french,active
3038,2013-08-01,1471,italian,pending
3039,2013-08-01,11778,english,active
3040,2013-08-01,3663,english,pending
3041,2013-08-01,478,english,active
3042,2013-08-01,4070,english,active
3043,2013-08-01,5121,english,pending
3044,2013-08-01,7279,english,pending
3045,2013-08-01,12632,english,active
3046,2013-08-01,7320,english,active
3047,2013-08-01,8413,english,active
3048,2013-08-01,5064,spanish,pending
3049,2013-08-01,5796,french,pending
3050,2013-08-01,20,german,pending
3051,2013-08-01,4303,english,active
3052,2013-08-01,12623,english,pending
3053,2013-08-01,12021,english,active
3054,2013-08-01,2054,english,pending
3055,2013-08-01,3332,english,pending
3056,2013-08-01,10485,french,pending
3057,2013-08-02,1,english,active
3058,2013-08-02,8,indian,active
3059,2013-08-02,8301,portugese,pending
3060,2013-08-02,4024,german,active
3061,2013-08-02,1562,portugese,active
3062,2013-08-02,10646,english,active
3063,2013-08-02,11333,portugese,pending
3064,2013-08-02,6599,english,pending
3065,2013-08-02,12779,french,active
3066,2013-08-02,7,arabic,pending
3067,2013-08-02,9881,arabic,active
3068,2013-08-02,12135,russian,pending
3069,2013-08-02,38,french,active
3070,2013-08-02,774,english,pending
3071,2013-08-02,4842,english,pending
3072,2013-08-02,32,spanish,active
3073,2013-08-02,5739,english,pending
3074,2013-08-02,34,spanish,active
3075,2013-08-02,12,english,pending
3076,2013-08-02,66,russian,pending
3077,2013-08-02,11261,french,active
3078,2013-08-02,8016,portugese,active
3079,2013-08-02,4101,english,pending
3080,2013-08-02,13070,spanish,pending
3081,2013-08-02,8293,korean,active
3082,2013-08-03,1023,english,active
3083,2013-08-03,7274,spanish,pending
3084,2013-08-03,827,english,active
3085,2013-08-03,10,english,pending
3086,2013-08-03,6685,english,pending
3087,2013-08-03,129,japanese,pending
3088,2013-08-03,27,german,pending
3089,2013-08-04,10429,english,active
3090,2013-08-04,14,japanese,active
3091,2013-08-04,9377,english,active
3092,2013-08-04,27,english,pending
3093,2013-08-04,1,arabic,pending
3094,2013-08-04,10220,spanish,active
3095,2013-08-05,1075,french,pending
3096,2013-08-05,37,japanese,active
3097,2013-08-05,6639,japanese,pending
3098,2013-08-05,899,italian,pending
3099,2013-08-05,10235,english,active
3100,2013-08-05,1,english,active
3101,2013-08-05,4813,english,pending
3102,2013-08-05,8663,chinese,active
3103,2013-08-05,10697,english,active
3104,2013-08-05,3,portugese,pending
3105,2013-08-05,9264,french,pending
3106,2013-08-05,10487,english,active
3107,2013-08-05,4540,french,active
3108,2013-08-05,6604,french,active
3109,2013-08-05,5683,russian,pending
3110,2013-08-05,4393,arabic,active
3111,2013-08-05,9045,german,pending
3112,2013-08-05,5007,english,pending
3113,2013-08-05,35,english,pending
3114,2013-08-05,4841,spanish,pending
3115,2013-08-05,4032,russian,pending
3116,2013-08-05,122,german,pending
3117,2013-08-05,2,english,pending
3118,2013-08-06,1,english,pending
3119,2013-08-06,138,english,active
3120,2013-08-06,9,chinese,active
3121,2013-08-06,3,english,active
3122,2013-08-06,5294,japanese,active
3123,2013-08-06,6451,spanish,pending
3124,2013-08-06,30,french,active
3125,2013-08-06,7957,english,active
3126,2013-08-06,2,english,pending
3127,2013-08-06,1981,english,pending
3128,2013-08-06,3060,english,active
3129,2013-08-06,33,english,active
3130,2013-08-06,10610,indian,pending
3131,2013-08-06,2912,english,pending
3132,2013-08-06,5741,french,pending
3133,2013-08-06,28,chinese,active
3134,2013-08-06,8,english,active
3135,2013-08-06,1352,arabic,active
3136,2013-08-06,1447,english,active
3137,2013-08-06,7062,portugese,active
3138,2013-08-06,8380,french,pending
3139,2013-08-06,2110,english,pending
3140,2013-08-07,8459,english,active
3141,2013-08-07,123,german,pending
3142,2013-08-07,7356,english,active
3143,2013-08-07,11,english,pending
3144,2013-08-07,5820,english,pending
3145,2013-08-07,11344,japanese,pending
3146,2013-08-07,3847,spanish,active
3147,2013-08-07,8387,italian,pending
3148,2013-08-07,184,indian,pending
3149,2013-08-07,11373,korean,pending
3150,2013-08-07,5196,korean,active
3151,2013-08-07,527,english,pending
3152,2013-08-07,7915,english,pending
3153,2013-08-07,6936,english,pending
3154,2013-08-07,8679,french,active
3155,2013-08-07,19,french,active
3156,2013-08-07,6363,english,active
3157,2013-08-07,6822,english,pending
3158,2013-08-07,6248,japanese,active
3159,2013-08-07,2,english,active
3160,2013-08-07,12686,japanese,active
3161,2013-08-07,6,arabic,pending
3162,2013-08-07,3,chinese,pending
3163,2013-08-07,3,english,active
3164,2013-08-07,4610,english,active
3165,2013-08-08,10762,english,pending
3166,2013-08-08,2,japanese,active
3167,2013-08-08,6,english,active
3168,2013-08-08,458,english,active
3169,2013-08-08,73,english,pending
3170,2013-08-08,794,french,active
3171,2013-08-08,4217,korean,active
3172,2013-08-08,1,chinese,pending
3173,2013-08-08,9,portugese,pending
3174,2013-08-08,1711,german,pending
3175,2013-08-08,787,italian,active
3176,2013-08-08,8,english,active
3177,2013-08-08,7535,german,active
3178,2013-08-08,11042,arabic,active
3179,2013-08-08,8500,chinese,pending
3180,2013-08-08,11604,english,active
3181,2013-08-08,747,french,pending
3182,2013-08-08,6,english,pending
3183,2013-08-08,5854,french,pending
3184,2013-08-08,3022,arabic,pending
3185,2013-08-08,1,french,pending
3186,2013-08-08,5861,english,active
3187,2013-08-08,5608,german,pending
3188,2013-08-08,261,german,pending
3189,2013-08-08,7382,english,active
3190,2013-08-09,6812,english,active
3191,2013-08-09,6784,english,pending
3192,2013-08-09,12896,english,pending
3193,2013-08-09,12524,english,pending
3194,2013-08-09,1710,english,active
3195,2013-08-09,12804,french,pending
3196,2013-08-09,4598,indian,active
3197,2013-08-09,81,english,pending
3198,2013-08-09,1,russian,active
3199,2013-08-09,3477,chinese,active
3200,2013-08-09,6171,arabic,active
3201,2013-08-09,3306,english,active
3202,2013-08-09,1,english,active
3203,2013-08-09,10886,russian,pending
3204,2013-08-09,2,english,active
3205,2013-08-09,12,english,pending
3206,2013-08-09,519,italian,pending
3207,2013-08-09,9160,japanese,active
3208,2013-08-09,12280,english,active
3209,2013-08-09,2,english,active
3210,2013-08-09,5567,italian,pending
3211,2013-08-09,1796,english,pending
3212,2013-08-09,5039,chinese,active
3213,2013-08-10,8029,french,active
3214,2013-08-10,2587,spanish,active
3215,2013-08-10,12449,english,active
3216,2013-08-10,11697,english,pending
3217,2013-08-10,6672,english,pending
3218,2013-08-10,8400,english,pending
3219,2013-08-10,1,english,active
3220,2013-08-11,120,japanese,pending
3221,2013-08-11,10043,english,pending
3222,2013-08-11,46,german,active
3223,2013-08-11,20,english,pending
3224,2013-08-11,229,english,active
3225,2013-08-11,9843,french,pending
3226,2013-08-11,5572,russian,active
3227,2013-08-12,4886,spanish,active
3228,2013-08-12,7219,english,active
3229,2013-08-12,22,japanese,active
3230,2013-08-12,1030,english,active
3231,2013-08-12,5347,english,active
3232,2013-08-12,3906,spanish,pending
3233,2013-08-12,3323,italian,active
3234,2013-08-12,901,english,pending
3235,2013-08-12,11297,french,pending
3236,2013-08-12,1035,spanish,pending
3237,2013-08-12,8863,italian,pending
3238,2013-08-12,940,english,active
3239,2013-08-12,17,arabic,pending
3240,2013-08-12,271,russian,active
3241,2013-08-12,7,french,active
3242,2013-08-12,1267,chinese,pending
3243,2013-08-12,10019,english,active
3244,2013-08-12,60,english,active
3245,2013-08-12,88,english,active
3246,2013-08-12,25,german,pending
3247,2013-08-12,4278,english,active
3248,2013-08-12,11786,french,pending
3249,2013-08-12,8695,english,pending
3250,2013-08-12,6488,german,active
3251,2013-08-12,9478,english,active
3252,2013-08-12,1317,japanese,pending
3253,2013-08-13,1549,english,pending
3254,2013-08-13,7403,english,active
3255,2013-08-13,45,french,active
3256,2013-08-13,12995,spanish,pending
3257,2013-08-13,10,english,pending
3258,2013-08-13,8433,english,pending
3259,2013-08-13,5487,french,pending
3260,2013-08-13,1049,chinese,pending
3261,2013-08-13,6,french,pending
3262,2013-08-13,36,english,pending
3263,2013-08-13,11113,english,active
3264,2013-08-13,88,english,active
3265,2013-08-13,1,french,active
3266,2013-08-13,3,french,pending
3267,2013-08-13,6,french,pending
3268,2013-08-13,12075,french,active
3269,2013-08-13,11800,english,active
3270,2013-08-13,128,french,pending
3271,2013-08-13,7112,french,active
3272,2013-08-13,5955,english,pending
3273,2013-08-13,57,indian,pending
3274,2013-08-13,6,spanish,active
3275,2013-08-13,3,english,active
3276,2013-08-13,5079,english,pending
3277,2013-08-13,6711,german,pending
3278,2013-08-13,12899,english,pending
3279,2013-08-14,3432,english,pending
3280,2013-08-14,386,english,active
3281,2013-08-14,52,portugese,active
3282,2013-08-14,422,spanish,pending
3283,2013-08-14,9891,russian,pending
3284,2013-08-14,11087,italian,pending
3285,2013-08-14,947,english,active
3286,2013-08-14,3568,french,pending
3287,2013-08-14,10651,arabic,active
3288,2013-08-14,8763,japanese,active
3289,2013-08-14,32,japanese,active
3290,2013-08-14,55,korean,pending
3291,2013-08-14,996,english,pending
3292,2013-08-14,781,russian,pending
3293,2013-08-14,10029,english,active
3294,2013-08-14,11,portugese,pending
3295,2013-08-14,3117,chinese,pending
3296,2013-08-14,8639,spanish,pending
3297,2013-08-14,23,english,active
3298,2013-08-14,157,russian,pending
3299,2013-08-14,2010,arabic,pending
3300,2013-08-14,3134,english,active
3301,2013-08-14,6988,japanese,active
3302,2013-08-14,1,spanish,pending
3303,2013-08-14,1755,english,active
3304,2013-08-14,56,english,active
3305,2013-08-14,1832,english,pending
3306,2013-08-15,1324,english,active
3307,2013-08-15,11865,english,pending
3308,2013-08-15,618,english,pending
3309,2013-08-15,68,spanish,pending
3310,2013-08-15,10460,japanese,active
3311,2013-08-15,228,english,pending
3312,2013-08-15,6130,english,active
3313,2013-08-15,3073,portugese,active
3314,2013-08-15,9706,english,pending
3315,2013-08-15,9008,french,pending
3316,2013-08-15,1,english,active
3317,2013-08-15,9064,japanese,active
3318,2013-08-15,22,portugese,active
3319,2013-08-15,1838,english,active
3320,2013-08-15,9968,arabic,active
3321,2013-08-15,7870,english,pending
3322,2013-08-15,12025,english,active
3323,2013-08-15,11,english,active
3324,2013-08-15,12303,english,pending
3325,2013-08-15,2346,english,active
3326,2013-08-15,9080,english,pending
3327,2013-08-15,7,english,pending
3328,2013-08-15,6623,english,active
3329,2013-08-15,5354,english,active
3330,2013-08-15,13166,english,pending
3331,2013-08-15,2,english,active
3332,2013-08-15,5094,portugese,pending
3333,2013-08-16,2544,english,active
3334,2013-08-16,3,spanish,active
3335,2013-08-16,2,italian,active
3336,2013-08-16,7082,english,pending
3337,2013-08-16,3440,japanese,pending
3338,2013-08-16,702,spanish,pending
3339,2013-08-16,2479,english,pending
3340,2013-08-16,2683,indian,active
3341,2013-08-16,6767,english,pending
3342,2013-08-16,6313,english,pending
3343,2013-08-16,3081,spanish,active
3344,2013-08-16,4,german,pending
3345,2013-08-16,1696,spanish,pending
3346,2013-08-16,6316,english,pending
3347,2013-08-16,9159,english,pending
3348,2013-08-16,9392,english,pending
3349,2013-08-16,4868,english,active
3350,2013-08-16,9613,italian,active
3351,2013-08-16,212,japanese,active
3352,2013-08-16,197,english,active
3353,2013-08-16,6560,spanish,active
3354,2013-08-16,8776,french,active
3355,2013-08-16,5749,russian,pending
3356,2013-08-16,4387,english,active
3357,2013-08-16,10190,english,active
3358,2013-08-16,1,japanese,pending
3359,2013-08-16,12226,english,active
3360,2013-08-17,12525,spanish,pending
3361,2013-08-17,10754,portugese,pending
3362,2013-08-17,38,chinese,pending
3363,2013-08-17,6,english,active
3364,2013-08-17,3133,french,pending
3365,2013-08-17,5759,english,pending
3366,2013-08-17,4,french,active
3367,2013-08-17,311,french,pending
3368,2013-08-18,4662,spanish,active
3369,2013-08-18,12554,english,active
3370,2013-08-18,7906,english,active
3371,2013-08-18,4,english,active
3372,2013-08-18,11808,english,pending
3373,2013-08-18,1,spanish,active
3374,2013-08-18,10537,english,pending
3375,2013-08-19,9886,japanese,pending
3376,2013-08-19,12189,french,pending
3377,2013-08-19,8781,english,active
3378,2013-08-19,11936,english,pending
3379,2013-08-19,3198,english,pending
3380,2013-08-19,6720,french,active
3381,2013-08-19,9,english,pending
3382,2013-08-19,952,english,pending
3383,2013-08-19,5027,english,pending
3384,2013-08-19,10655,english,active
3385,2013-08-19,942,arabic,pending
3386,2013-08-19,220,spanish,pending
3387,2013-08-19,576,english,pending
3388,2013-08-19,12459,portugese,pending
3389,2013-08-19,9860,english,pending
3390,2013-08-19,6789,german,active
3391,2013-08-19,10929,english,active
3392,2013-08-19,5268,japanese,pending
3393,2013-08-19,5348,english,pending
3394,2013-08-19,11775,french,pending
3395,2013-08-19,7521,spanish,active
3396,2013-08-19,4819,french,pending
3397,2013-08-19,9716,english,pending
3398,2013-08-19,3355,russian,active
3399,2013-08-19,8904,english,active
3400,2013-08-19,1,french,pending
3401,2013-08-19,6172,english,pending
3402,2013-08-19,11186,spanish,active
3403,2013-08-20,10131,french,active
3404,2013-08-20,4871,arabic,active
3405,2013-08-20,10632,english,pending
3406,2013-08-20,10076,korean,active
3407,2013-08-20,7628,german,active
3408,2013-08-20,8227,korean,pending
3409,2013-08-20,5182,chinese,active
3410,2013-08-20,6356,french,active
3411,2013-08-20,9980,english,pending
3412,2013-08-20,605,chinese,active
3413,2013-08-20,2262,english,pending
3414,2013-08-20,24,arabic,pending
3415,2013-08-20,1743,english,pending
3416,2013-08-20,49,english,active
3417,2013-08-20,2994,arabic,pending
3418,2013-08-20,70,english,pending
3419,2013-08-20,8421,arabic,pending
3420,2013-08-20,4,english,active
3421,2013-08-20,8,japanese,pending
3422,2013-08-20,5818,portugese,pending
3423,2013-08-20,8615,french,active
3424,2013-08-20,1228,english,active
3425,2013-08-20,2,english,pending
3426,2013-08-20,17,portugese,pending
3427,2013-08-20,11,english,pending
3428,2013-08-20,4,english,active
3429,2013-08-20,8622,chinese,pending
3430,2013-08-21,6577,english,pending
3431,2013-08-21,4045,english,active
3432,2013-08-21,12,japanese,pending
3433,2013-08-21,2342,english,active
3434,2013-08-21,7041,english,pending
3435,2013-08-21,2997,english,pending
3436,2013-08-21,10020,english,pending
3437,2013-08-21,243,german,pending
3438,2013-08-21,6946,spanish,active
3439,2013-08-21,2905,spanish,active
3440,2013-08-21,2,german,active
3441,2013-08-21,9545,italian,active
3442,2013-08-21,2514,english,active
3443,2013-08-21,28,arabic,active
3444,2013-08-21,5602,english,pending
3445,2013-08-21,7818,german,pending
3446,2013-08-21,7106,english,active
3447,2013-08-21,12703,english,pending
3448,2013-08-21,12439,english,active
3449,2013-08-21,236,english,pending
3450,2013-08-21,9529,english,pending
3451,2013-08-21,4709,spanish,active
3452,2013-08-21,833,chinese,pending
3453,2013-08-21,372,english,pending
3454,2013-08-21,32,english,active
3455,2013-08-21,138,english,pending
3456,2013-08-21,3,japanese,pending
3457,2013-08-21,61,german,active
3458,2013-08-21,11409,english,pending
3459,2013-08-21,5,french,active
3460,2013-08-22,9632,indian,active
3461,2013-08-22,593,italian,pending
3462,2013-08-22,12365,english,active
3463,2013-08-22,9825,english,pending
3464,2013-08-22,44,portugese,active
3465,2013-08-22,6978,english,active
3466,2013-08-22,12467,english,active
3467,2013-08-22,8545,english,active
3468,2013-08-22,3148,english,active
3469,2013-08-22,1,french,pending
3470,2013-08-22,10551,english,active
3471,2013-08-22,6224,spanish,active
3472,2013-08-22,12100,english,pending
3473,2013-08-22,696,german,pending
3474,2013-08-22,30,arabic,active
3475,2013-08-22,6137,english,pending
3476,2013-08-22,2964,arabic,active
3477,2013-08-22,9285,english,active
3478,2013-08-22,9943,english,active
3479,2013-08-22,8566,english,active
3480,2013-08-22,6571,chinese,pending
3481,2013-08-22,12325,french,pending
3482,2013-08-22,6532,english,active
3483,2013-08-22,9368,spanish,active
3484,2013-08-22,3,english,active
3485,2013-08-22,14,french,active
3486,2013-08-22,4514,russian,active
3487,2013-08-23,1,italian,pending
3488,2013-08-23,3,english,active
3489,2013-08-23,7324,english,pending
3490,2013-08-23,12070,english,active
3491,2013-08-23,9,spanish,pending
3492,2013-08-23,10726,english,pending
3493,2013-08-23,230,portugese,active
3494,2013-08-23,8343,english,pending
3495,2013-08-23,7741,italian,active
3496,2013-08-23,11839,german,pending
3497,2013-08-23,1,japanese,pending
3498,2013-08-23,7801,english,pending
3499,2013-08-23,936,english,active
3500,2013-08-23,500,spanish,pending
3501,2013-08-23,4763,english,pending
3502,2013-08-23,7878,english,active
3503,2013-08-23,1476,arabic,active
3504,2013-08-23,3892,english,active
3505,2013-08-23,9116,german,pending
3506,2013-08-23,12631,russian,pending
3507,2013-08-23,511,english,active
3508,2013-08-23,11219,portugese,pending
3509,2013-08-23,6134,japanese,pending
3510,2013-08-23,12,japanese,pending
3511,2013-08-23,12901,english,active
3512,2013-08-24,11635,english,active
3513,2013-08-24,45,english,pending
3514,2013-08-24,12523,chinese,pending
3515,2013-08-24,4678,spanish,active
3516,2013-08-24,1582,spanish,pending
3517,2013-08-24,1,english,active
3518,2013-08-24,2118,english,active
3519,2013-08-25,12891,english,active
3520,2013-08-25,2,spanish,pending
3521,2013-08-25,44,english,active
3522,2013-08-25,3053,french,pending
3523,2013-08-25,8,english,pending
3524,2013-08-25,65,english,pending
3525,2013-08-25,11200,english,active
3526,2013-08-26,6659,russian,pending
3527,2013-08-26,11460,english,active
3528,2013-08-26,9164,indian,pending
3529,2013-08-26,973,english,active
3530,2013-08-26,1,french,pending
3531,2013-08-26,9580,german,pending
3532,2013-08-26,11639,english,pending
3533,2013-08-26,13,chinese,pending
3534,2013-08-26,2171,english,active
3535,2013-08-26,6483,english,active
3536,2013-08-26,10984,english,active
3537,2013-08-26,8598,english,pending
3538,2013-08-26,2232,russian,pending
3539,2013-08-26,699,english,pending
3540,2013-08-26,4275,german,pending
3541,2013-08-26,11293,english,active
3542,2013-08-26,2921,english,active
3543,2013-08-26,1530,indian,pending
3544,2013-08-26,2578,english,active
3545,2013-08-26,3,english,active
3546,2013-08-26,7518,english,pending
3547,2013-08-26,7918,english,active
3548,2013-08-26,7110,english,active
3549,2013-08-26,6820,english,active
3550,2013-08-26,11454,english,pending
3551,2013-08-26,12596,chinese,active
3552,2013-08-26,1662,italian,pending
3553,2013-08-26,265,english,pending
3554,2013-08-27,11109,french,active
3555,2013-08-27,391,english,active
3556,2013-08-27,11010,japanese,active
3557,2013-08-27,14,english,pending
3558,2013-08-27,397,english,active
3559,2013-08-27,3642,english,active
3560,2013-08-27,381,english,pending
3561,2013-08-27,35,chinese,active
3562,2013-08-27,9052,english,pending
3563,2013-08-27,2563,english,pending
3564,2013-08-27,4071,chinese,active
3565,2013-08-27,7352,english,active
3566,2013-08-27,2425,french,pending
3567,2013-08-27,10023,english,pending
3568,2013-08-27,1,english,pending
3569,2013-08-27,12651,italian,active
3570,2013-08-27,3,chinese,active
3571,2013-08-27,9762,russian,pending
3572,2013-08-27,10219,english,pending
3573,2013-08-27,11970,japanese,pending
3574,2013-08-27,81,english,pending
3575,2013-08-27,11235,indian,active
3576,2013-08-27,4262,french,pending
3577,2013-08-27,8883,english,pending
3578,2013-08-27,4211,french,active
3579,2013-08-27,4528,english,active
3580,2013-08-27,5381,japanese,active
3581,2013-08-28,2417,english,pending
3582,2013-08-28,7981,german,active
3583,2013-08-28,12031,arabic,active
3584,2013-08-28,11783,spanish,active
3585,2013-08-28,8041,french,pending
3586,2013-08-28,10073,english,active
3587,2013-08-28,10842,arabic,pending
3588,2013-08-28,2,indian,pending
3589,2013-08-28,1,german,active
3590,2013-08-28,33,spanish,active
3591,2013-08-28,1994,german,active
3592,2013-08-28,358,english,active
3593,2013-08-28,6411,arabic,pending
3594,2013-08-28,2,japanese,pending
3595,2013-08-28,3608,italian,active
3596,2013-08-28,5628,russian,active
3597,2013-08-28,63,english,active
3598,2013-08-28,7688,german,pending
3599,2013-08-28,13127,german,active
3600,2013-08-28,2,english,pending
3601,2013-08-28,5847,japanese,pending
3602,2013-08-28,2,english,pending
3603,2013-08-28,5450,korean,pending
3604,2013-08-28,1,english,pending
3605,2013-08-28,8984,english,active
3606,2013-08-28,2,english,active
3607,2013-08-28,5938,english,pending
3608,2013-08-28,8474,english,active
3609,2013-08-29,1105,english,active
3610,2013-08-29,7961,english,pending
3611,2013-08-29,10127,english,active
3612,2013-08-29,5164,arabic,active
3613,2013-08-29,551,english,pending
3614,2013-08-29,3781,spanish,pending
3615,2013-08-29,8207,japanese,active
3616,2013-08-29,2675,chinese,pending
3617,2013-08-29,85,french,pending
3618,2013-08-29,2877,spanish,active
3619,2013-08-29,336,german,active
3620,2013-08-29,12566,spanish,active
3621,2013-08-29,71,english,pending
3622,2013-08-29,5095,english,pending
3623,2013-08-29,149,english,pending
3624,2013-08-29,8189,english,active
3625,2013-08-29,102,english,active
3626,2013-08-29,5474,korean,active
3627,2013-08-29,5248,french,active
3628,2013-08-29,2,japanese,pending
3629,2013-08-29,4469,french,pending
3630,2013-08-29,5771,indian,active
3631,2013-08-29,5035,french,pending
3632,2013-08-29,1,english,pending
3633,2013-08-29,13056,russian,active
3634,2013-08-29,8544,french,active
3635,2013-08-29,12395,english,pending
3636,2013-08-30,1,english,active
3637,2013-08-30,11,english,pending
3638,2013-08-30,2096,english,active
3639,2013-08-30,4,english,active
3640,2013-08-30,58,french,active
3641,2013-08-30,17,german,active
3642,2013-08-30,34,french,active
3643,2013-08-30,7997,english,pending
3644,2013-08-30,4661,english,pending
3645,2013-08-30,999,english,active
3646,2013-08-30,13044,english,pending
3647,2013-08-30,54,russian,pending
3648,2013-08-30,5509,portugese,active
3649,2013-08-30,5507,english,active
3650,2013-08-30,51,english,active
3651,2013-08-30,10,arabic,pending
3652,2013-08-30,2715,japanese,active
3653,2013-08-30,68,japanese,active
3654,2013-08-30,6029,english,active
3655,2013-08-30,1734,english,pending
3656,2013-08-30,5773,english,pending
3657,2013-08-30,2,english,active
3658,2013-08-30,12563,french,active
3659,2013-08-30,9142,english,active
3660,2013-08-30,3488,spanish,active
3661,2013-08-31,7889,english,pending
3662,2013-08-31,8460,english,pending
3663,2013-08-31,990,english,active
3664,2013-08-31,4252,english,pending
3665,2013-08-31,5395,japanese,pending
3666,2013-08-31,4365,russian,active
3667,2013-08-31,12373,english,pending
3668,2013-09-01,7031,english,active
3669,2013-09-01,7503,english,pending
3670,2013-09-01,6348,english,pending
3671,2013-09-01,5708,french,active
3672,2013-09-01,3132,german,active
3673,2013-09-01,4359,spanish,pending
3674,2013-09-01,2212,spanish,pending
3675,2013-09-01,11069,spanish,active
3676,2013-09-02,134,english,active
3677,2013-09-02,2278,italian,pending
3678,2013-09-02,1,german,pending
3679,2013-09-02,9036,japanese,active
3680,2013-09-02,2780,english,active
3681,2013-09-02,9,english,pending
3682,2013-09-02,5234,english,pending
3683,2013-09-02,1774,english,pending
3684,2013-09-02,1,french,pending
3685,2013-09-02,6925,english,pending
3686,2013-09-02,150,japanese,pending
3687,2013-09-02,759,french,pending
3688,2013-09-02,10744,english,pending
3689,2013-09-02,7563,french,pending
3690,2013-09-02,2971,english,pending
3691,2013-09-02,6960,english,pending
3692,2013-09-02,1,english,active
3693,2013-09-02,6909,spanish,active
3694,2013-09-02,12160,english,active
3695,2013-09-02,74,english,pending
3696,2013-09-02,9371,french,pending
3697,2013-09-02,5840,english,active
3698,2013-09-02,3,english,active
3699,2013-09-02,1,english,active
3700,2013-09-02,120,portugese,pending
3701,2013-09-02,11903,french,pending
3702,2013-09-02,6818,french,active
3703,2013-09-02,359,spanish,pending
3704,2013-09-02,11162,english,active
3705,2013-09-02,3864,korean,active
3706,2013-09-03,2352,english,pending
3707,2013-09-03,3023,french,pending
3708,2013-09-03,7379,japanese,active
3709,2013-09-03,1037,chinese,active
3710,2013-09-03,10218,english,pending
3711,2013-09-03,5907,french,pending
3712,2013-09-03,8939,japanese,pending
3713,2013-09-03,12936,japanese,pending
3714,2013-09-03,3952,german,pending
3715,2013-09-03,3377,indian,pending
3716,2013-09-03,1191,french,pending
3717,2013-09-03,8808,english,pending
3718,2013-09-03,22,english,pending
3719,2013-09-03,5,russian,active
3720,2013-09-03,11713,english,active
3721,2013-09-03,6667,english,active
